name,title,year,citations
mulin jun li,Predicting regulatory variants with composite statistic,2019.0,7.0
zhicheng pan,Predicting regulatory variants with composite statistic,2019.0,7.0
zipeng liu,Predicting regulatory variants with composite statistic,2019.0,7.0
jiexing wu,Predicting regulatory variants with composite statistic,2019.0,7.0
panwen wang,Predicting regulatory variants with composite statistic,2019.0,7.0
david weichselbaum,Fuento: functional enrichment for bioinformatics,2019.0,3.0
bojan zagrovic,Fuento: functional enrichment for bioinformatics,2019.0,3.0
anton a polyansky,Fuento: functional enrichment for bioinformatics,2019.0,3.0
noe fernandezpozo,The Tomato Expression Atlas,2019.0,9.0
yi zheng,The Tomato Expression Atlas,2019.0,9.0
stephen i snyder,The Tomato Expression Atlas,2019.0,9.0
philippe nicolas,The Tomato Expression Atlas,2019.0,9.0
yoshihito shinozaki,The Tomato Expression Atlas,2019.0,9.0
alice cheng,MoMo: discovery of statistically significant post-translational modification motifs,2019.0,23.0
charles e grant,MoMo: discovery of statistically significant post-translational modification motifs,2019.0,23.0
william s noble,MoMo: discovery of statistically significant post-translational modification motifs,2019.0,23.0
timothy l bailey,MoMo: discovery of statistically significant post-translational modification motifs,2019.0,23.0
giorgio gonnella,GfaViz: flexible and interactive visualization of GFA sequence graphs,2019.0,3.0
niklas niehus,GfaViz: flexible and interactive visualization of GFA sequence graphs,2019.0,3.0
stefan kurtz,GfaViz: flexible and interactive visualization of GFA sequence graphs,2019.0,3.0
samir kanaanizquierdo,Multiview: a software package for multiview pattern recognition methods,2019.0,2.0
andrey ziyatdinov,Multiview: a software package for multiview pattern recognition methods,2019.0,2.0
maria araceli burgueño,Multiview: a software package for multiview pattern recognition methods,2019.0,2.0
alexandre pereralluna,Multiview: a software package for multiview pattern recognition methods,2019.0,2.0
igor e eliseev,Linking sequence patterns and functionality of alpha-helical antimicrobial peptides,2019.0,3.0
ivan n terterov,Linking sequence patterns and functionality of alpha-helical antimicrobial peptides,2019.0,3.0
anna n yudenko,Linking sequence patterns and functionality of alpha-helical antimicrobial peptides,2019.0,3.0
olga v shamova,Linking sequence patterns and functionality of alpha-helical antimicrobial peptides,2019.0,3.0
jos b poell,ACE: absolute copy number estimation from low-coverage whole-genome sequencing data,2019.0,10.0
matias mendeville,ACE: absolute copy number estimation from low-coverage whole-genome sequencing data,2019.0,10.0
daoud sie,ACE: absolute copy number estimation from low-coverage whole-genome sequencing data,2019.0,10.0
arjen brink,ACE: absolute copy number estimation from low-coverage whole-genome sequencing data,2019.0,10.0
ruud h brakenhoff,ACE: absolute copy number estimation from low-coverage whole-genome sequencing data,2019.0,10.0
tamir tuller,The COP9 signalosome influences the epigenetic landscape of Arabidopsis thaliana,2019.0,5.0
alon diament,The COP9 signalosome influences the epigenetic landscape of Arabidopsis thaliana,2019.0,5.0
avital yahalom,The COP9 signalosome influences the epigenetic landscape of Arabidopsis thaliana,2019.0,5.0
assaf zemach,The COP9 signalosome influences the epigenetic landscape of Arabidopsis thaliana,2019.0,5.0
shimshi atar,The COP9 signalosome influences the epigenetic landscape of Arabidopsis thaliana,2019.0,5.0
xiangtao li,Single-cell RNA-seq interpretations using evolutionary multiobjective ensemble pruning,2019.0,10.0
shixiong zhang,Single-cell RNA-seq interpretations using evolutionary multiobjective ensemble pruning,2019.0,10.0
kachun wong,Single-cell RNA-seq interpretations using evolutionary multiobjective ensemble pruning,2019.0,10.0
milad miladi,Integration of accessibility data from structure probing into RNA–RNA interaction prediction,2019.0,10.0
soheila montaseri,Integration of accessibility data from structure probing into RNA–RNA interaction prediction,2019.0,10.0
rolf backofen,Integration of accessibility data from structure probing into RNA–RNA interaction prediction,2019.0,10.0
martin raden,Integration of accessibility data from structure probing into RNA–RNA interaction prediction,2019.0,10.0
tallulah s andrews,M3Drop: dropout-based feature selection for scRNASeq,2019.0,66.0
martin hemberg,M3Drop: dropout-based feature selection for scRNASeq,2019.0,66.0
hung nguyen,PINSPlus: a tool for tumor subtype discovery in integrated genomic data,2019.0,18.0
sangam shrestha,PINSPlus: a tool for tumor subtype discovery in integrated genomic data,2019.0,18.0
sorin draghici,PINSPlus: a tool for tumor subtype discovery in integrated genomic data,2019.0,18.0
tin nguyen,PINSPlus: a tool for tumor subtype discovery in integrated genomic data,2019.0,18.0
annika röhl,Computing irreversible minimal cut sets in genome-scale metabolic networks via flux cone projection,2019.0,6.0
tanguy riou,Computing irreversible minimal cut sets in genome-scale metabolic networks via flux cone projection,2019.0,6.0
alexander bockmayr,Computing irreversible minimal cut sets in genome-scale metabolic networks via flux cone projection,2019.0,6.0
ehsan ullah,KinVis: a visualization tool to detect cryptic relatedness in genetic datasets,2019.0,
michaël aupetit,KinVis: a visualization tool to detect cryptic relatedness in genetic datasets,2019.0,
arun das,KinVis: a visualization tool to detect cryptic relatedness in genetic datasets,2019.0,
abhishek patil,KinVis: a visualization tool to detect cryptic relatedness in genetic datasets,2019.0,
noora al muftah,KinVis: a visualization tool to detect cryptic relatedness in genetic datasets,2019.0,
mikhail karasikov,Smooth orientation-dependent scoring function for coarse-grained protein quality assessment,2019.0,25.0
guillaume pagès,Smooth orientation-dependent scoring function for coarse-grained protein quality assessment,2019.0,25.0
sergei grudinin,Smooth orientation-dependent scoring function for coarse-grained protein quality assessment,2019.0,25.0
balachandran manavalan,mAHTPred: a sequence-based meta-predictor for improving the prediction of anti-hypertensive peptides using effective feature representation,2019.0,76.0
shaherin basith,mAHTPred: a sequence-based meta-predictor for improving the prediction of anti-hypertensive peptides using effective feature representation,2019.0,76.0
tae hwan shin,mAHTPred: a sequence-based meta-predictor for improving the prediction of anti-hypertensive peptides using effective feature representation,2019.0,76.0
leyi wei,mAHTPred: a sequence-based meta-predictor for improving the prediction of anti-hypertensive peptides using effective feature representation,2019.0,76.0
gwang lee,mAHTPred: a sequence-based meta-predictor for improving the prediction of anti-hypertensive peptides using effective feature representation,2019.0,76.0
justin r klesmith,Improved mutant function prediction via PACT: Protein Analysis and Classifier Toolkit,2019.0,8.0
benjamin j hackel,Improved mutant function prediction via PACT: Protein Analysis and Classifier Toolkit,2019.0,8.0
meshari alazmi,Systematic selection of chemical fingerprint features improves the Gibbs energy prediction of biochemical reactions,2019.0,3.0
hiroyuki kuwahara,Systematic selection of chemical fingerprint features improves the Gibbs energy prediction of biochemical reactions,2019.0,3.0
othman soufan,Systematic selection of chemical fingerprint features improves the Gibbs energy prediction of biochemical reactions,2019.0,3.0
lizhong ding,Systematic selection of chemical fingerprint features improves the Gibbs energy prediction of biochemical reactions,2019.0,3.0
xin gao,Systematic selection of chemical fingerprint features improves the Gibbs energy prediction of biochemical reactions,2019.0,3.0
mirco michel,"PconsC4: fast, accurate and hassle-free contact predictions",2019.0,19.0
david menéndez hurtado,"PconsC4: fast, accurate and hassle-free contact predictions",2019.0,19.0
arne elofsson,"PconsC4: fast, accurate and hassle-free contact predictions",2019.0,19.0
yinsheng zhou,CSHAP: efficient haplotype frequency estimation based on sparse representation,2019.0,1.0
han zhang,CSHAP: efficient haplotype frequency estimation based on sparse representation,2019.0,1.0
yaning yang,CSHAP: efficient haplotype frequency estimation based on sparse representation,2019.0,1.0
jialin yu,PredGly: predicting lysine glycation sites for Homo sapiens based on XGboost feature optimization,2019.0,17.0
shaoping shi,PredGly: predicting lysine glycation sites for Homo sapiens based on XGboost feature optimization,2019.0,17.0
fang zhang,PredGly: predicting lysine glycation sites for Homo sapiens based on XGboost feature optimization,2019.0,17.0
guodong chen,PredGly: predicting lysine glycation sites for Homo sapiens based on XGboost feature optimization,2019.0,17.0
man cao,PredGly: predicting lysine glycation sites for Homo sapiens based on XGboost feature optimization,2019.0,17.0
topaz gilad,Fully unsupervised symmetry-based mitosis detection in time-lapse cell microscopy,2019.0,3.0
jose reyes,Fully unsupervised symmetry-based mitosis detection in time-lapse cell microscopy,2019.0,3.0
jiayun chen,Fully unsupervised symmetry-based mitosis detection in time-lapse cell microscopy,2019.0,3.0
