title,authors,date,target year
Bringing data from curated pathway resources to Cytoscape with OmniPath,"Francesco Ceccarelli, Denes Turei, Attila Gabor, Julio Saez-Rodriguez",30 December 2019,2019
FunGeCo: a web-based tool for estimation of functional potential of bacterial genomes and microbiomes using gene context information,"Swadha Anand, Bhusan K Kuntal, Anwesha Mohapatra, Vineet Bhatt, Sharmila S Mande",27 December 2019,2019
ShinyGO: a graphical gene-set enrichment tool for animals and plants,"Steven Xijin Ge, Dongmin Jung, Runan Yao",27 December 2019,2019
qgg: an R package for large-scale quantitative genetic analyses,"Palle Duun Rohde, Izel Fourie Sørensen, Peter Sørensen",27 December 2019,2019
Bioinformatics pipeline using JUDI: Just Do It!,"Soumitra Pal, Teresa M Przytycka",27 December 2019,2019
A deep learning architecture for metabolic pathway prediction,"Mayank Baranwal, Abram Magner, Paolo Elvati, Jacob Saldinger, Angela Violi ...",26 December 2019,2019
VEF: a variant filtering tool based on ensemble methods,"Chuanyi Zhang, Idoia Ochoa",24 December 2019,2019
SMART: SuperMaximal approximate repeats tool,"Lorraine A K Ayad, Panagiotis Charalampopoulos, Solon P Pissis",24 December 2019,2019
Causal network perturbations for instance-specific analysis of single cell and disease samples,"Kristina L Buschur, Maria Chikina, Panayiotis V Benos",24 December 2019,2019
Benchmarking immunoinformatic tools for the analysis of antibody repertoire sequences,"Erand Smakaj, Lmar Babrak, Mats Ohlin, Mikhail Shugay, Bryan Briney ...",24 December 2019,2019
Multi-omics reveals functional genomic and metabolic mechanisms of milk production and quality in dairy cows,"Hui-Zeng Sun, Mi Zhou, Ou Wang, Yanhong Chen, Jian-Xin Liu ...",24 December 2019,2019
Complexity measures of the mature miRNA for improving pre-miRNAs prediction,"Jonathan Raad, Georgina Stegmayer, Diego H Milone",20 December 2019,2019
LOBSTER: an environment to design bioimage analysis workflows for large and complex fluorescence microscopy data,"Sébastien Tosi, Lídia Bardia, Maria Jose Filgueira, Alexandre Calon, Julien Colombelli",20 December 2019,2019
iMIRAGE: an R package to impute microRNA expression using protein-coding genes,"Aritro Nath, Jeremy Chang, R Stephanie Huang",20 December 2019,2019
LPM: a latent probit model to characterize the relationship among complex traits using summary statistics from multiple GWASs and functional annotations,"Jingsi Ming, Tao Wang, Can Yang",20 December 2019,2019
Regional imaging genetic enrichment analysis,"Xiaohui Yao, Shan Cong, Jingwen Yan, Shannon L Risacher, Andrew J Saykin ...",20 December 2019,2019
A haplotype-aware de novo assembly of related individuals using pedigree sequence graph,"Shilpa Garg, John Aach, Heng Li, Isaac Sebenius, Richard Durbin ...",20 December 2019,2019
CGLFold: a contact-assisted de novo protein structure prediction using global exploration and loop perturbation sampling algorithm,"Jun Liu, Xiao-Gen Zhou, Yang Zhang, Gui-Jun Zhang",20 December 2019,2019
PheGWAS: a new dimension to visualize GWAS across multiple phenotypes,"Gittu George, Sushrima Gan, Yu Huang, Philip Appleby, A S Nar ...",20 December 2019,2019
AQUA-DUCT 1.0: structural and functional analysis of macromolecules from an intramolecular voids perspective,"Tomasz Magdziarz, Karolina Mitusińska, Maria Bzówka, Agata Raczyńska, Agnieszka Stańczak ...",20 December 2019,2019
Meta-analysis of Caenorhabditis elegans single-cell developmental data reveals multi-frequency oscillation in gene activation,"Luke A D Hutchison, Bonnie Berger, Isaac S Kohane",20 December 2019,2019
MPF–BML: a standalone GUI-based package for maximum entropy model inference,"Ahmed A Quadeer, Matthew R McKay, John P Barton, Raymond H Y Louie",18 December 2019,2019
SAMMI: a semi-automated tool for the visualization of metabolic networks,"Andre Schultz, Rehan Akbani",18 December 2019,2019
PDEparams: parameter fitting toolbox for partial differential equations in python,"César Parra-Rojas, Esteban A Hernandez-Vargas",18 December 2019,2019
Using deep learning to associate human genes with age-related diseases,"Fabio Fabris, Daniel Palmer, Khalid M Salama, João Pedro de Magalhães, Alex A Freitas",17 December 2019,2019
A framework for exhaustive modelling of genetic interaction patterns using Petri nets,"Annika Jacobsen, Olga Ivanova, Saman Amini, Jaap Heringa, Patrick Kemmeren ...",17 December 2019,2019
scTIM: seeking cell-type-indicative marker from single cell RNA-seq data by consensus optimization,"Zhanying Feng, Xianwen Ren, Yuan Fang, Yining Yin, Chutian Huang ...",17 December 2019,2019
ngsReports: a Bioconductor package for managing FastQC reports and other NGS related log files,"Christopher M Ward, Thu-Hien To, Stephen M Pederson",16 December 2019,2019
GlyMDB: Glycan Microarray Database and analysis toolset,"Yiwei Cao, Sang-Jun Park, Akul Y Mehta, Richard D Cummings, Wonpil Im",16 December 2019,2019
dSreg: a Bayesian model to integrate changes in splicing and RNA-binding protein activity,"Carlos Martí-Gómez, Enrique Lara-Pezzi, Fátima Sánchez-Cabo",13 December 2019,2019
VarGen: an R package for disease-associated variant discovery and annotation,"Corentin Molitor, Matt Brember, Fady Mohareb",13 December 2019,2019
MLDSP-GUI: an alignment-free standalone tool with an interactive graphical user interface for DNA sequence comparison and analysis,"Gurjit S Randhawa, Kathleen A Hill, Lila Kari",13 December 2019,2019
HaploTypo: a variant-calling pipeline for phased genomes,"Cinta Pegueroles, Verónica Mixão, Laia Carreté, Manu Molina, Toni Gabaldón",13 December 2019,2019
Platform-integrated mRNA isoform quantification,"Jiao Sun, Jae-Woong Chang, Teng Zhang, Jeongsik Yong, Rui Kuang ...",13 December 2019,2019
Semantic persistence of ambiguous biomedical names in the citation network,Raul Rodriguez-Esteban,12 December 2019,2019
ClinVAP: a reporting strategy from variants to therapeutic options,"Bilge Sürün, Charlotta P I Schärfe, Mathew R Divine, Julian Heinrich, Nora C Toussaint ...",12 December 2019,2019
FFLtool: a web server for transcription factor and miRNA feed forward loop analysis in human,"Gui-Yan Xie, Mengxuan Xia, Ya-Ru Miao, Mei Luo, Qiong Zhang ...",12 December 2019,2019
