title,authors,date,target year
MoMo: discovery of statistically significant post-translational modification motifs,"Alice Cheng, Charles E Grant, William S Noble, Timothy L Bailey",31 December 2018,2018
GfaViz: flexible and interactive visualization of GFA sequence graphs,"Giorgio Gonnella, Niklas Niehus, Stefan Kurtz",31 December 2018,2018
Multiview: a software package for multiview pattern recognition methods,"Samir Kanaan-Izquierdo, Andrey Ziyatdinov, Maria Araceli Burgueño, Alexandre Perera-Lluna",31 December 2018,2018
Linking sequence patterns and functionality of alpha-helical antimicrobial peptides,"Igor E Eliseev, Ivan N Terterov, Anna N Yudenko, Olga V Shamova",31 December 2018,2018
ACE: absolute copy number estimation from low-coverage whole-genome sequencing data,"Jos B Poell, Matias Mendeville, Daoud Sie, Arjen Brink, Ruud H Brakenhoff ...",28 December 2018,2018
The COP9 signalosome influences the epigenetic landscape of Arabidopsis thaliana,"Tamir Tuller, Alon Diament, Avital Yahalom, Assaf Zemach, Shimshi Atar ...",28 December 2018,2018
Single-cell RNA-seq interpretations using evolutionary multiobjective ensemble pruning,"Xiangtao Li, Shixiong Zhang, Ka-Chun Wong",28 December 2018,2018
Integration of accessibility data from structure probing into RNA–RNA interaction prediction,"Milad Miladi, Soheila Montaseri, Rolf Backofen, Martin Raden",27 December 2018,2018
M3Drop: dropout-based feature selection for scRNASeq,"Tallulah S Andrews, Martin Hemberg",24 December 2018,2018
PINSPlus: a tool for tumor subtype discovery in integrated genomic data,"Hung Nguyen, Sangam Shrestha, Sorin Draghici, Tin Nguyen",24 December 2018,2018
Computing irreversible minimal cut sets in genome-scale metabolic networks via flux cone projection,"Annika Röhl, Tanguy Riou, Alexander Bockmayr",24 December 2018,2018
KinVis: a visualization tool to detect cryptic relatedness in genetic datasets,"Ehsan Ullah, Michaël Aupetit, Arun Das, Abhishek Patil, Noora Al Muftah ...",24 December 2018,2018
Smooth orientation-dependent scoring function for coarse-grained protein quality assessment,"Mikhail Karasikov, Guillaume Pagès, Sergei Grudinin",24 December 2018,2018
mAHTPred: a sequence-based meta-predictor for improving the prediction of anti-hypertensive peptides using effective feature representation,"Balachandran Manavalan, Shaherin Basith, Tae Hwan Shin, Leyi Wei, Gwang Lee",24 December 2018,2018
Improved mutant function prediction via PACT: Protein Analysis and Classifier Toolkit,"Justin R Klesmith, Benjamin J Hackel",24 December 2018,2018
Systematic selection of chemical fingerprint features improves the Gibbs energy prediction of biochemical reactions,"Meshari Alazmi, Hiroyuki Kuwahara, Othman Soufan, Lizhong Ding, Xin Gao",24 December 2018,2018
Systematic characterization and prediction of post-translational modification cross-talk between proteins,"Rongting Huang, Yuanhua Huang, Yubin Guo, Shangwei Ji, Ming Lu ...",24 December 2018,2018
Ancestral sequence reconstruction: accounting for structural information by averaging over replacement matrices,"Asher Moshe, Tal Pupko",24 December 2018,2018
"PconsC4: fast, accurate and hassle-free contact predictions","Mirco Michel, David Menéndez Hurtado, Arne Elofsson",24 December 2018,2018
CSHAP: efficient haplotype frequency estimation based on sparse representation,"Yinsheng Zhou, Han Zhang, Yaning Yang",24 December 2018,2018
PredGly: predicting lysine glycation sites for Homo sapiens based on XGboost feature optimization,"Jialin Yu, Shaoping Shi, Fang Zhang, Guodong Chen, Man Cao",24 December 2018,2018
Fully unsupervised symmetry-based mitosis detection in time-lapse cell microscopy,"Topaz Gilad, Jose Reyes, Jia-Yun Chen, Galit Lahav, Tammy Riklin Raviv",24 December 2018,2018
Curse: building expression atlases and co-expression networks from public RNA-Seq data,"Dries Vaneechoutte, Klaas Vandepoele",24 December 2018,2018
Reply to the paper: Misunderstood parameters of NCBI BLAST impacts the correctness of bioinformatics workflows,"Thomas L Madden, Ben Busby, Jian Ye",24 December 2018,2018
poreTally: run and publish de novo nanopore assembler benchmarks,"Carlos de Lannoy, Judith Risse, Dick de Ridder",24 December 2018,2018
Very low-depth whole-genome sequencing in complex trait association studies,"Arthur Gilly, Lorraine Southam, Daniel Suveges, Karoline Kuchenbaecker, Rachel Moore ...",21 December 2018,2018
DNABarcodeCompatibility: an R-package for optimizing DNA-barcode combinations in multiplex sequencing experiments,"Céline Trébeau, Jacques Boutet de Monvel, Fabienne Wong Jun Tai, Christine Petit, Raphaël Etournay",21 December 2018,2018
TriPOINT: a software tool to prioritize important genes in pathways and their non-coding regulators,"Asa Thibodeau, Dong-Guk Shin",19 December 2018,2018
Inter-residue interactions in alpha-helical transmembrane proteins,"Eduardo Mayol, Mercedes Campillo, Arnau Cordomí, Mireia Olivella",19 December 2018,2018
Response to comments on ‘Empirical comparison of web-based antimicrobial peptide prediction tools’,"Musa Nur Gabere, William Stafford Noble",18 December 2018,2018
Comment on: ‘Empirical comparison of web-based antimicrobial peptide prediction tools’,"Boris Vishnepolsky, Malak Pirtskhalava",18 December 2018,2018
Pathogen–Host Analysis Tool (PHAT): an integrative platform to analyze next-generation sequencing data,"Christopher M Gibb, Robert Jackson, Sabah Mohammed, Jinan Fiaidhi, Ingeborg Zehbe",18 December 2018,2018
On what to permute in test-based approaches for variable importance measures in Random Forests,Stefano Nembrini,18 December 2018,2018
Commonly misunderstood parameters of NCBI BLAST and important considerations for users,"Raúl A González-Pech, Timothy G Stephens, Cheong Xin Chan",12 December 2018,2018
ModL: exploring and restoring regularity when testing for positive selection,"Joseph Mingrone, Edward Susko, Joseph P Bielawski",12 December 2018,2018
CNValidator: validating somatic copy-number inference,"Lucian P Smith, Jon A Yamato, Mary K Kuhner",12 December 2018,2018
CASMAP: detection of statistically significant combinations of SNPs in association mapping,"Felipe Llinares-López, Laetitia Papaxanthos, Damian Roqueiro, Dean Bodenham, Karsten Borgwardt",12 December 2018,2018
Gene expression models based on transcription factor binding events confer insight into functional cis-regulatory variants,"Wenqiang Shi, Oriol Fornes, Wyeth W Wasserman",12 December 2018,2018
Implementation of a Stirling number estimator enables direct calculation of population genetics tests for large sequence datasets,Swaine L Chen,12 December 2018,2018
Optimal Gene Filtering for Single-Cell data (OGFSC)—a gene filtering algorithm for single-cell RNA-seq data,"Jie Hao, Wei Cao, Jian Huang, Xin Zou, Ze-Guang Han",10 December 2018,2018
Increasing the accuracy of protein loop structure prediction with evolutionary constraints,"Claire Marks, Charlotte M Deane",10 December 2018,2018
atSNP Search: a web resource for statistically evaluating influence of human genetic variation on transcription factor binding,"Sunyoung Shin, Rebecca Hudson, Christopher Harrison, Mark Craven, Sündüz Keleş",10 December 2018,2018
Insights on protein thermal stability: a graph representation of molecular interactions,"Mattia Miotto, Pier Paolo Olimpieri, Lorenzo Di Rienzo, Francesco Ambrosetti, Pietro Corsi ...",10 December 2018,2018
Deciphering the complexity of human non-coding promoter-proximal transcriptome,"Sarah N Mapelli, Sara Napoli, Giuseppina Pisignano, Ramon Garcia-Escudero, Giuseppina M Carbone ...",10 December 2018,2018
DeepIsoFun: a deep domain adaptation approach to predict isoform functions,"Dipan Shaw, Hao Chen, Tao Jiang",10 December 2018,2018
A novel measure of non-coding genome conservation identifies genomic regulatory blocks within primates,"Alexander J Nash, Boris Lenhard",07 December 2018,2018
DensityPath: an algorithm to visualize and reconstruct cell state-transition path on density landscape for single-cell RNA sequencing data,"Ziwei Chen, Shaokun An, Xiangqi Bai, Fuzhou Gong, Liang Ma ...",07 December 2018,2018
Evaluation of methods for generative modeling of cell and nuclear shape,"Xiongtao Ruan, Robert F Murphy",07 December 2018,2018
"MapOptics: a light-weight, cross-platform visualization tool for optical mapping alignment","Josephine Burgin, Corentin Molitor, Fady Mohareb",07 December 2018,2018
SPRING: a next-generation compressor for FASTQ data,"Shubham Chandak, Kedar Tatwawadi, Idoia Ochoa, Mikel Hernaez, Tsachy Weissman",07 December 2018,2018
"Improving prediction of protein secondary structure, backbone angles, solvent accessibility and contact numbers by using predicted contact maps and an ensemble of recurrent and residual convolutional neural networks","Jack Hanson, Kuldip Paliwal, Thomas Litfin, Yuedong Yang, Yaoqi Zhou",07 December 2018,2018
AStrap: identification of alternative splicing from transcript sequences without a reference genome,"Guoli Ji, Wenbin Ye, Yaru Su, Moliang Chen, Guangzao Huang ...",07 December 2018,2018
