name,title,year,citations
huaiyu tian,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
pengbo yu,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
ottar n bjørnstad,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
bernard cazelles,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
jing yang,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
hua tan,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
shanqian huang,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
yujun cui,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
lu dong,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
chaofeng ma,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
changan ma,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
sen zhou,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
marko laine,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
xiaoxu wu,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
yanyun zhang,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
jingjun wang,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
ruifu yang,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
nils chr stenseth,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
bing xu,Anthropogenically driven environmental changes shift the ecological dynamics of hemorrhagic fever with renal syndrome,2017,24
kari debbink,Vaccination has minimal impact on the intrahost diversity of H3N2 influenza viruses,2017,31
john t mccrone,Vaccination has minimal impact on the intrahost diversity of H3N2 influenza viruses,2017,31
joshua g petrie,Vaccination has minimal impact on the intrahost diversity of H3N2 influenza viruses,2017,31
rachel truscon,Vaccination has minimal impact on the intrahost diversity of H3N2 influenza viruses,2017,31
emileigh johnson,Vaccination has minimal impact on the intrahost diversity of H3N2 influenza viruses,2017,31
emily k mantlo,Vaccination has minimal impact on the intrahost diversity of H3N2 influenza viruses,2017,31
arnold s monto,Vaccination has minimal impact on the intrahost diversity of H3N2 influenza viruses,2017,31
adam s lauring,Vaccination has minimal impact on the intrahost diversity of H3N2 influenza viruses,2017,31
fanping kong,Transcriptional Profiling in Experimental Visceral Leishmaniasis Reveals a Broad Splenic Inflammatory Environment that Conditions Macrophages toward a Disease-Promoting Phenotype,2017,22
omar a saldarriaga,Transcriptional Profiling in Experimental Visceral Leishmaniasis Reveals a Broad Splenic Inflammatory Environment that Conditions Macrophages toward a Disease-Promoting Phenotype,2017,22
heidi spratt,Transcriptional Profiling in Experimental Visceral Leishmaniasis Reveals a Broad Splenic Inflammatory Environment that Conditions Macrophages toward a Disease-Promoting Phenotype,2017,22
e yaneth osorio,Transcriptional Profiling in Experimental Visceral Leishmaniasis Reveals a Broad Splenic Inflammatory Environment that Conditions Macrophages toward a Disease-Promoting Phenotype,2017,22
bruno l travi,Transcriptional Profiling in Experimental Visceral Leishmaniasis Reveals a Broad Splenic Inflammatory Environment that Conditions Macrophages toward a Disease-Promoting Phenotype,2017,22
bruce a luxon,Transcriptional Profiling in Experimental Visceral Leishmaniasis Reveals a Broad Splenic Inflammatory Environment that Conditions Macrophages toward a Disease-Promoting Phenotype,2017,22
