title,authors,date,target year
Comparative optical genome analysis of two pangolin species: Manis pentadactyla and Manis javanica,"Huang Zhihai, Xu Jiang, Xiao Shuiming, Liao Baosheng, Gao Yuan ...",29 December 2016,2016
Plant specimen contextual data consensus,"Petra ten Hoopen, Ramona L Walls, Ethalinda K S Cannon, Guy Cochrane, James Cole ...",29 December 2016,2016
Bermuda 2.0: reflections from Santa Cruz,"Jenny Reardon, Rachel A Ankeny, Jenny Bangham, Katherine W Darling, Stephen Hilgartner ...",29 December 2016,2016
Draft genome of the living fossil Ginkgo biloba,"Rui Guan, Yunpeng Zhao, He Zhang, Guangyi Fan, Xin Liu ...",21 November 2016,2016
Erratum to: Gigwa-Genotype investigator for genome-wide analyses,"Guilhem Sempéré, Florian Philippe, Alexis Dereeper, Manuel Ruiz, Gautier Sarah ...",02 November 2016,2016
Introduction to the 2015 Brainhack Proceedings,"R. Cameron Craddock, Pierre Bellec, Daniel S. Margules, B. Nolan Nichols, Jörg P. Pfannmöller",01 November 2016,2016
Highly comparable time-series analysis in Nitime,Ben D. Fulcher,01 November 2016,2016
Calculating the Laterality Index Using FSL for Stroke Neuroimaging Data,"Kaori L. Ito, Sook-Lei Liew",01 November 2016,2016
Automatic extraction of academic collaborations in neuroimaging,Sebastien Dery,01 November 2016,2016
Nipype interfaces in CBRAIN,"Tristan Glatard, Samir Das, Reza Adalat, Natacha Beck, Rémi Bernard ...",01 November 2016,2016
Generating music with resting-state fMRI data,"Caroline Froehlich, Gil Dekel, Daniel S. Margulies, R. Cameron Craddock",01 November 2016,2016
NeuroView: a customizable browser-base utility,"Anibal Sólon Heinsfeld, Alexandre Rosa Franco, Augusto Buchweitz, Felipe Meneguzzi",01 November 2016,2016
DIPY: Brain tissue classification,"Julio E. Villalon-Reina, Eleftherios Garyfallidis",01 November 2016,2016
Distributed collaboration: the case for the enhancement of Brainspell’s interface,"AmanPreet Badhwar, David Kennedy, Jean-Baptiste Poline, Roberto Toro",01 November 2016,2016
Optimized implementations of voxel-wise degree centrality and local functional connectivity density mapping in AFNI,"R. Cameron Craddock, Daniel J. Clark",01 November 2016,2016
Advancing open science through NiData,"Ben Cipollini, Ariel Rokem",01 November 2016,2016
Sharing data in the cloud,"David O’Connor, Daniel J. Clark, Michael P. Milham, R. Cameron Craddock",01 November 2016,2016
LORIS: DICOM anonymizer,"Samir Das, Cécile Madjar, Ayan Sengupta, Zia Mohades",01 November 2016,2016
Wrapping FreeSurfer 6 for use in High-performance Computing Environments,"David G Ellis, Regina E.Y. Kim, Ipek Oguz, Hans J. Johnson",01 November 2016,2016
Detecting task-based fMRI compliance using plan abandonment techniques,"Ramon Fraga Pereira, Anibal Sólon Heinsfeld, Alexandre Rosa Franco, Augusto Buchweitz, Felipe Meneguzzi",01 November 2016,2016
Self-Organization and Brain Function,"Jörg P. Pfannmöller, Rickson C. Mesquita, Luis C. T. Herrera, Daniela Dentico",01 November 2016,2016
The Neuroimaging Data Model (NIDM) API,"Vanessa Sochat, B. Nolan Nichols",01 November 2016,2016
Human Connectome Project Minimal Preprocessing Pipelines to Nipype,"Eric Earl, Damion V. Demeter, Kate Mills, Glad Mihai, Luka Ruzic ...",01 November 2016,2016
"DueCredit: automated collection of citations for software, methods, and data","Yaroslav O. Halchenko, Matteo Visconti di Oleggio Castello",01 November 2016,2016
Facilitating big data meta-analyses for clinical neuroimaging through ENIGMA wrapper scripts,"Erik Kan, Julia Anglin, Michael Borich, Neda Jahanshad, Paul Thompson ...",01 November 2016,2016
Integrating the Brain Imaging Data Structure (BIDS) standard into C-PAC,"Daniel Clark, Krzysztof J. Gorgolewski, R. Cameron Craddock",01 November 2016,2016
Open source low-cost device to register dog’s heart rate and tail movement,"Raúl Hernández-Pérez, Edgar A. Morales, Laura V. Cuaya",01 November 2016,2016
A cortical surface-based geodesic distance package for Python,"Daniel S. Margulies, Marcel Falkiewicz, Julia M. Huntenburg",01 November 2016,2016
NiftyView: a zero-footprint web application for viewing DICOM and NIfTI files,Weiran Deng,01 November 2016,2016
"Draft genome of the leopard gecko, Eublepharis macularius","Zijun Xiong, Fang Li, Qiye Li, Long Zhou, Tony Gamble ...",26 October 2016,2016
The preprocessed connectomes project repository of manually corrected skull-stripped T1-weighted anatomical MRI data,"Benjamin Puccio, James P Pooley, John S Pellman, Elise C Taverna, R Cameron Craddock",25 October 2016,2016
Clusterflock: a flocking algorithm for isolating congruent phylogenomic datasets,"Apurva Narechania, Richard Baker, Rob DeSalle, Barun Mathema, Sergios-Orestis Kolokotronis ...",24 October 2016,2016
Circadian rhythms have significant effects on leaf-to-canopy scale gas exchange under field conditions,"Víctor Resco de Dios, Arthur Gessler, Juan Pedro Ferrio, Josu G Alday, Michael Bahn ...",20 October 2016,2016
The whole genome sequences and experimentally phased haplotypes of over 100 personal genomes,"Qing Mao, Serban Ciotlos, Rebecca Yu Zhang, Madeleine P Ball, Robert Chin ...",11 October 2016,2016
Analyzing climate variations at multiple timescales can guide Zika virus response measures,"Ángel G Muñoz, Madeleine C Thomson, Lisa Goddard, Sylvain Aldighieri",06 October 2016,2016
A picture is worth a thousand data points: an imagery dataset of paired shrub-open microsites within the Carrizo Plain National Monument,"Taylor J Noble, Christopher J Lortie, Michael Westphal, H. Scott Butterfield",27 September 2016,2016
"The genome of the largest bony fish, ocean sunfish (Mola mola), provides insights into its fast growth rate","Hailin Pan, Hao Yu, Vydianathan Ravi, Cai Li, Alison P Lee ...",09 September 2016,2016
"High-quality genome assembly of channel catfish, Ictalurus punctatus","Xiaohui Chen, Liqiang Zhong, Chao Bian, Pao Xu, Ying Qiu ...",22 August 2016,2016
