title,authors,date,target year
GALLO: An R package for genomic annotation and integration of multiple data sources in livestock for positional candidate loci,"Pablo A S Fonseca, Aroa Suárez-Vega, Gabriele Marras, Ángela Cánovas",30 December 2020,2020
SoupX removes ambient RNA contamination from droplet-based single-cell RNA sequencing data,"Matthew D Young, Sam Behjati",26 December 2020,2020
Comparison of long-read methods for sequencing and assembly of a plant genome,"Valentine Murigneux, Subash Kumar Rai, Agnelo Furtado, Timothy J C Bruxner, Wei Tian ...",21 December 2020,2020
"Corrigendum to: PEMA: a flexible pipeline for environmental DNA metabarcoding analysis of the 16S/18S ribosomal RNA, ITS, and COI marker genes","Haris Zafeiropoulos, Ha Quoc Viet, Katerina Vasileiadou, Antonis Potirakis, Christos Arvanitidis ...",21 December 2020,2020
Parliament2: Accurate structural variant calling at scale,"Samantha Zarate, Andrew Carroll, Medhat Mahmoud, Olga Krasheninina, Goo Jun ...",21 December 2020,2020
"Toward a scalable framework for reproducible processing of volumetric, nanoscale neuroimaging datasets","Erik C Johnson, Miller Wilt, Luis M Rodriguez, Raphael Norman-Tenazas, Corban Rivera ...",21 December 2020,2020
Genome sequencing of deep-sea hydrothermal vent snails reveals adaptions to extreme environments,"Xiang Zeng, Yaolei Zhang, Lingfeng Meng, Guangyi Fan, Jie Bai ...",15 December 2020,2020
Identification of a differentiation stall in epithelial mesenchymal transition in histone H3–mutant diffuse midline glioma,"Lauren M Sanders, Allison Cheney, Lucas Seninge, Anouk van den Bout, Marissa Chen ...",15 December 2020,2020
High-quality chromosome-level genome assembly and full-length transcriptome analysis of the pharaoh ant Monomorium pharaonis,"Qionghua Gao, Zijun Xiong, Rasmus Stenbak Larsen, Long Zhou, Jie Zhao ...",15 December 2020,2020
Comparison of the two up-to-date sequencing technologies for genome assembly: HiFi reads of Pacific Biosciences Sequel II system and ultralong reads of Oxford Nanopore,"Dandan Lang, Shilai Zhang, Pingping Ren, Fan Liang, Zongyi Sun ...",15 December 2020,2020
Making experimental data tables in the life sciences more FAIR: a pragmatic approach,"Daniel Jacob, Romain David, Sophie Aubin, Yves Gibon",15 December 2020,2020
Long-read assembly of the Brassica napus reference genome Darmor-bzh,"Mathieu Rousseau-Gueutin, Caroline Belser, Corinne Da Silva, Gautier Richard, Benjamin Istace ...",15 December 2020,2020
Chromosome-level draft genome of a diploid plum (Prunus salicina),"Chaoyang Liu, Chao Feng, Weizhuo Peng, Jingjing Hao, Juntao Wang ...",10 December 2020,2020
DrivAER: Identification of driving transcriptional programs in single-cell RNA sequencing data,"Lukas M Simon, Fangfang Yan, Zhongming Zhao",10 December 2020,2020
Accurate assembly of the olive baboon (Papio anubis) genome using long-read and Hi-C data,"Sanjit Singh Batra, Michal Levy-Sakin, Jacqueline Robinson, Joseph Guillory, Steffen Durinck ...",07 December 2020,2020
iGenomics: Comprehensive DNA sequence analysis on your Smartphone,"Aspyn Palatnick, Bin Zhou, Elodie Ghedin, Michael C Schatz",07 December 2020,2020
File-based localization of numerical perturbations in data analysis pipelines,"Ali Salari, Gregory Kiar, Lindsay Lewis, Alan C Evans, Tristan Glatard",02 December 2020,2020
"Fractional ridge regression: a fast, interpretable reparameterization of ridge regression","Ariel Rokem, Kendrick Kay",30 November 2020,2020
"Dadasnake, a Snakemake implementation of DADA2 to process amplicon sequencing data for microbial ecology","Christina Weißbecker, Beatrix Schnabel, Anna Heintz-Buschart",30 November 2020,2020
"Trajectories, bifurcations, and pseudo-time in large clinical datasets: applications to myocardial infarction and diabetes data","Sergey E Golovenkin, Jonathan Bac, Alexander Chervov, Evgeny M Mirkes, Yuliya V Orlova ...",25 November 2020,2020
A methodological approach to correlate tumor heterogeneity with drug distribution profile in mass spectrometry imaging data,"Mridula Prasad, Geert Postma, Pietro Franceschi, Lavinia Morosi, Silvia Giordano ...",25 November 2020,2020
Chromosomal genome of Triplophysa bleekeri provides insights into its evolution and environmental adaptation,"Dengyue Yuan, Xuehui Chen, Haoran Gu, Ming Zou, Yu Zou ...",24 November 2020,2020
SSNOMBACTER: A collection of scattering-type scanning near-field optical microscopy and atomic force microscopy images of bacterial cells,"Massimiliano Lucidi, Denis E Tranca, Lorenzo Nichele, Devrim Ünay, George A Stanciu ...",24 November 2020,2020
Localized effect of treated wastewater effluent on the resistome of an urban watershed,"Christopher N Thornton, Windy D Tanner, James A VanDerslice, William J Brazelton",19 November 2020,2020
"Unifying package managers, workflow engines, and containers: Computational reproducibility with BioNix","Justin Bedő, Leon Di Stefano, Anthony T Papenfuss",18 November 2020,2020
GigaSOM.jl: High-performance clustering and visualization of huge cytometry datasets,"Miroslav Kratochvíl, Oliver Hunewald, Laurent Heirendt, Vasco Verissimo, Jiří Vondrášek ...",18 November 2020,2020
A proteomic approach reveals possible molecular mechanisms and roles for endosymbiotic bacteria in begomovirus transmission by whiteflies,"Adi Kliot, Richard S Johnson, Michael J MacCoss, Svetlana Kontsedalov, Galina Lebedev ...",13 November 2020,2020
