name,title,year,citations
marcia r weaver,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
sarah m burnett,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
ian crozier,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
stephen n kinoti,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
ibrahim kirunda,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
martin k mbonye,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
sarah naikoba,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
allan ronald,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
timothy rubashembusya,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
stella zawedde,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
kelly s willis,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
geraldine dominiakfelden,Correction: Evaluating the Early Benefit of Quadrivalent HPV Vaccine on Genital Warts in Belgium: A Cohort Study,2016,0
corrado gobbo,Correction: Evaluating the Early Benefit of Quadrivalent HPV Vaccine on Genital Warts in Belgium: A Cohort Study,2016,0
françois simondon,Correction: Evaluating the Early Benefit of Quadrivalent HPV Vaccine on Genital Warts in Belgium: A Cohort Study,2016,0
roy altman,Correction: Hyaluronic Acid Injections Are Associated with Delay of Total Knee Replacement Surgery in Patients with Knee Osteoarthritis: Evidence from a Large U.S. Health Claims Database,2016,1
sooyeol lim,Correction: Hyaluronic Acid Injections Are Associated with Delay of Total Knee Replacement Surgery in Patients with Knee Osteoarthritis: Evidence from a Large U.S. Health Claims Database,2016,1
r grant steen,Correction: Hyaluronic Acid Injections Are Associated with Delay of Total Knee Replacement Surgery in Patients with Knee Osteoarthritis: Evidence from a Large U.S. Health Claims Database,2016,1
vinod dasa,Correction: Hyaluronic Acid Injections Are Associated with Delay of Total Knee Replacement Surgery in Patients with Knee Osteoarthritis: Evidence from a Large U.S. Health Claims Database,2016,1
chihpei lin,"Correction: Simvastatin Attenuates Oxidative Stress, NF-κB Activation, and Artery Calcification in LDLR-/- Mice Fed with High Fat Diet via Down-regulation of Tumor Necrosis Factor-α and TNF Receptor 1",2016,2
pohsun huang,"Correction: Simvastatin Attenuates Oxidative Stress, NF-κB Activation, and Artery Calcification in LDLR-/- Mice Fed with High Fat Diet via Down-regulation of Tumor Necrosis Factor-α and TNF Receptor 1",2016,2
chung fang lai,"Correction: Simvastatin Attenuates Oxidative Stress, NF-κB Activation, and Artery Calcification in LDLR-/- Mice Fed with High Fat Diet via Down-regulation of Tumor Necrosis Factor-α and TNF Receptor 1",2016,2
jawwen chen,"Correction: Simvastatin Attenuates Oxidative Stress, NF-κB Activation, and Artery Calcification in LDLR-/- Mice Fed with High Fat Diet via Down-regulation of Tumor Necrosis Factor-α and TNF Receptor 1",2016,2
shingjong lin,"Correction: Simvastatin Attenuates Oxidative Stress, NF-κB Activation, and Artery Calcification in LDLR-/- Mice Fed with High Fat Diet via Down-regulation of Tumor Necrosis Factor-α and TNF Receptor 1",2016,2
jiashiong chen,"Correction: Simvastatin Attenuates Oxidative Stress, NF-κB Activation, and Artery Calcification in LDLR-/- Mice Fed with High Fat Diet via Down-regulation of Tumor Necrosis Factor-α and TNF Receptor 1",2016,2
wanshuai li,Correction: MicroRNA-486 as a Biomarker for Early Diagnosis and Recurrence of Non-Small Cell Lung Cancer,2016,2
yong wang,Correction: MicroRNA-486 as a Biomarker for Early Diagnosis and Recurrence of Non-Small Cell Lung Cancer,2016,2
qi zhang,Correction: MicroRNA-486 as a Biomarker for Early Diagnosis and Recurrence of Non-Small Cell Lung Cancer,2016,2
lili tang,Correction: MicroRNA-486 as a Biomarker for Early Diagnosis and Recurrence of Non-Small Cell Lung Cancer,2016,2
xiaoping liu,Correction: MicroRNA-486 as a Biomarker for Early Diagnosis and Recurrence of Non-Small Cell Lung Cancer,2016,2
yunhua dai,Correction: MicroRNA-486 as a Biomarker for Early Diagnosis and Recurrence of Non-Small Cell Lung Cancer,2016,2
liang xiao,Correction: MicroRNA-486 as a Biomarker for Early Diagnosis and Recurrence of Non-Small Cell Lung Cancer,2016,2
