title,year,citations
Mesocosm experiments to better understand hydrocarbon half-lives for oil and oil dispersant mixtures,2020,2
Determinants of dietary behaviour in wheelchair users with spinal cord injury or lower limb amputation: Perspectives of rehabilitation professionals and wheelchair users,2020,0
Insulin BBB pharmacokinetics in young apoE male and female transgenic mice,2020,0
Brain activation during non-habitual speech production: Revisiting the effects of simulated disfluencies in fluent speakers,2020,0
Aspects of diastolic dysfunction in patients with new and recurrent depression,2020,2
Is the lady's-slipper orchid (Cypripedium calceolus) likely to shortly become extinct in Europe?—Insights based on ecological niche modelling,2020,4
Chronic exposure to diesel particles worsened emphysema and increased M2-like phenotype macrophages in a PPE-induced model,2020,1
Measuring next of kin’s experience of participation in the care of older people in nursing homes,2020,1
Immune responses to Mycobacterium tuberculosis membrane-associated antigens including alpha crystallin can potentially discriminate between latent infection and active tuberculosis disease,2020,1
"The National Ambulance Surveillance System: A novel method for monitoring acute alcohol, illicit and pharmaceutical drug related-harms using coded Australian ambulance clinical records",2020,4
Comprehensive multimodality characterization of hemodynamically significant and non-significant coronary lesions using invasive and noninvasive measures,2020,0
Who does what the cardiologist recommends? Psychosocial markers of unhealthy behavior in coronary disease patients,2020,0
Exogenous melatonin promotes seed germination and osmotic regulation under salt stress in cotton (Gossypium hirsutum L.),2020,4
Growth rate assays reveal fitness consequences of β-lactamases,2020,0
Shorter birth intervals between siblings are associated with increased risk of parental divorce,2020,0
Elemental bioimaging shows mercury and other toxic metals in normal breast tissue and in breast cancers,2020,3
Evaluation of the CareStart™ glucose-6-phosphate dehydrogenase (G6PD) rapid diagnostic test in the field settings and assessment of perceived risk from primaquine at the community level in Cambodia,2020,0
The experience of the self in Canadian youth living with anxiety: A qualitative study,2020,3
Gender differences in related influential factors of regular exercise behavior among people in Taiwan in 2007: A cross-sectional study,2020,4
Evaluation of mitochondrial DNA copy number estimation techniques,2020,9
Proteolysis activation of Cry1Ac and Cry2Ab protoxins by larval midgut juice proteases from Helicoverpa armigera,2020,1
The effect of enrofloxacin on enteric Escherichia coli: Fitting a mathematical model to in vivo data,2020,0
Towards the implementation of a DNA barcode library for the identification of Peruvian species of Anastrepha (Diptera: Tephritidae),2020,0
Evaluation of the cognitive-motor performance of adults with Duchenne Muscular Dystrophy in a hand-related task,2020,1
Community-intrinsic properties enhance keratin degradation from bacterial consortia,2020,4
Genetic polymorphism in C3 is associated with progression in chronic kidney disease (CKD) patients with IgA nephropathy but not in other causes of CKD,2020,1
Patterns of healthcare services utilization associated with intimate partner violence (IPV): Effects of IPV screening and receiving information on support services in a cohort of perinatal women,2020,0
Adapting a peer recovery coach-delivered behavioral activation intervention for problematic substance use in a medically underserved community in Baltimore City,2020,4
The impact of early adjuvant chemotherapy in rectal cancer,2020,0
Facilitators and barriers to the implementation of a Mobile Health Wallet for pregnancy-related health care: A qualitative study of stakeholders’ perceptions in Madagascar,2020,0
Interactive guidelines: Public communication of data-based research in cities,2020,1
"High prevalence of Phasi Charoen-like virus from wild-caught Aedes aegypti in Grenada, W.I. as revealed by metagenomic analysis",2020,1
When money talks: Judging risk and coercion in high-paying clinical trials,2020,0
Association between peak inspiratory flow rate and hand grip muscle strength in hospitalized patients with acute exacerbation of chronic obstructive pulmonary disease,2020,1
Acute fatigue affects reaction times and reaction consistency in Mixed Martial Arts fighters,2020,0
Pathologic properties of SOD3 variant R213G in the cardiovascular system through the altered neutrophils function,2020,0
Paths for colonization or exodus? New insights from the brown bear (Ursus arctos) population of the Cantabrian Mountains,2020,2
Does early palliative identification improve the use of palliative care services?,2020,2
Structural patterns for transmedia storytelling,2020,0
Typology of coastal urban vulnerability under rapid urbanization,2020,3
A hierarchical Bayesian latent class mixture model with censorship for detection of linear temporal changes in antibiotic resistance,2020,1
Severe Strongyloides stercoralis infection in kidney transplant recipients: A multicenter case-control study,2020,1
"High cholera vaccination coverage following emergency campaign in Haiti: Results from a cluster survey in three rural Communes in the South Department, 2017",2020,0
"Evidence of hybridization, mitochondrial introgression and biparental inheritance of the kDNA minicircles in Trypanosoma cruzi I",2020,1
Evaluation of a clinical decision rule to guide antibiotic prescription in children with suspected lower respiratory tract infection in The Netherlands: A stepped-wedge cluster randomised trial,2020,2
Comparison of aggregate and individual participant data approaches to meta-analysis of randomised trials: An observational study,2020,10
The epilepsy and intellectual disability-associated protein TBC1D24 regulates the maintenance of excitatory synapses and animal behaviors,2020,3
Heterogeneity coordinates bacterial multi-gene expression in single cells,2020,1
"XPRESSyourself: Enhancing, standardizing, and automating ribosome profiling computational analyses yields improved insight into data",2020,1
"MyD88-dependent influx of monocytes and neutrophils impairs lymph node B cell responses to chikungunya virus infection via Irf5, Nos2 and Nox2",2020,4
Chromatin maturation of the HIV-1 provirus in primary resting CD4+ T cells,2020,2
EphA2 contributes to disruption of the blood-brain barrier in cerebral malaria,2020,2
Gastrointestinal organoid technology advances studies of enteric virus biology,2020,2
Hydropic anthelmintics against parasitic nematodes,2020,3
Immune recognition of putative alien microbial structures: Host–pathogen interactions in the age of space travel,2020,2
"Mannan detecting C-type lectin receptor probes recognise immune epitopes with diverse chemical, spatial and phylogenetic heterogeneity in fungal cell walls",2020,7
Correction: Seeking snow and breathing hard – Behavioral tactics in high elevation mammals to combat warming temperatures,2020,0
"Correction: Neural, functional, and aesthetic impacts of spatially heterogeneous flicker: A potential role of natural flicker",2020,0
Correction: Spatial heterogeneity and hydrological fluctuations drive bacterioplankton community composition in an Amazon floodplain system,2020,0
Correction: Hybrid Adeno-Associated Viral Vectors Utilizing Transposase-Mediated Somatic Integration for Stable Transgene Expression in Human Cells,2020,0
Correction: Genomic Analysis of Sleeping Beauty Transposon Integration in Human Somatic Cells,2020,0
Correction: Motor planning error in Parkinson’s disease and its clinical correlates,2020,0
Correction: Cigarette Smoke Affects Keratinocytes SRB1 Expression and Localization via H2O2 Production and HNE Protein Adducts Formation,2020,0
Programmatic mapping and size estimation of key populations to inform HIV programming in Tanzania,2020,0
Longitudinal bidirectional relations between body dissatisfaction and depressive symptoms among Black adolescents: A cross-lagged panel analysis,2020,0
Women with fair phenotypes seem to confer a survival advantage in a low UV milieu. A nested matched case control study,2020,2
Usefulness of rapid on-site evaluation specimens from endoscopic ultrasound-guided fine-needle aspiration for cancer gene panel testing: A retrospective study,2020,1
Differences in cancer survival by area-level socio-economic disadvantage: A population-based study using cancer registry data,2020,5
Contribution of green turtles Chelonia mydas to total herbivore biomass in shallow tropical reefs of oceanic islands,2020,2
A geospatially resolved wetland vulnerability index: Synthesis of physical drivers,2020,3
The distal intestinal microbiome of hybrids of Hainan black goats and Saanen goats,2020,1
Achievement of the low-density lipoprotein cholesterol goal among patients with dyslipidemia in South Korea,2020,4
Serum bicarbonate is a marker of peri-operative mortality but is not associated with long term survival in colorectal cancer,2020,0
Three-dimensional vocal fold structural change due to implant insertion in medialization laryngoplasty,2020,0
Construction of a RFP-lacZα bicistronic reporter system and its application in lead biosensing,2020,1
Implementation of machine learning into clinical breast MRI: Potential for objective and accurate decision-making in suspicious breast masses,2020,2
Isolation and molecular characterization of Toxoplasma gondii from placental tissues of pregnant women who received toxoplasmosis treatment during an outbreak in southern Brazil,2020,3
Viral FLIP blocks Caspase-8 driven apoptosis in the gut in vivo,2020,0
Determinants of home delivery in Nepal – A disaggregated analysis of marginalised and non-marginalised women from the 2016 Nepal Demographic and Health Survey,2020,4
Effective publication strategies in clinical research,2020,0
"Adversity, social capital, and mental distress among mothers of small children: A cross-sectional study in three low and middle-income countries",2020,3
Whole body MRI in multiple myeloma: Optimising image acquisition and read times,2020,1
The gut bacterial communities across six grasshopper species from a coastal tallgrass prairie,2020,3
The influence of atrial fibrillation on the mortality of incident ESRD patients undergoing maintenance hemodialysis,2020,1
Unexpected differences in the pharmacokinetics of N-acetyl-DL-leucine enantiomers after oral dosing and their clinical relevance,2020,0
An evaluation study of caregiver perceptions of the Ontario’s Health Links program,2020,0
Finding continuity and discontinuity in fish schools via integrated information theory,2020,2
"Association between overweight, obesity and incidence of advanced dental caries in South Korean adults: A 10-year nationwide population-based observational study",2020,1
A microbiome and metabolomic signature of phases of cutaneous healing identified by profiling sequential acute wounds of human skin: An exploratory study,2020,0
Mapping the epitopes of Schistosoma japonicum esophageal gland proteins for incorporation into vaccine constructs,2020,3
Bipolar disorder among married women in Bangladesh: Survey in Rajshahi city,2020,0
Sofosbuvir-based regimens in the treatment of patients with chronic hepatitis C virus infection: Real-world efficacy in Thailand,2020,0
Electromyographic activity in deadlift exercise and its variants. A systematic review,2020,3
A profile of circulating vascular progenitor cells in human neovascular age-related macular degeneration,2020,0
A systematic review and meta-analysis on the effectiveness of an invasive strategy compared to a conservative approach in patients > 65 years old with non-ST elevation acute coronary syndrome,2020,1
NAA and 6-BA promote accumulation of oleanolic acid by JA regulation in Achyranthes bidentata Bl,2020,0
Proteolysis and cartilage development are activated in the synovium after surgical induction of post traumatic osteoarthritis,2020,1
Brokering the core and the periphery: Creative success and collaboration networks in the film industry,2020,1
Effect of the double bond conjugation on the vascular physiology and nitric oxide production of isomers of eicosapentaenoic and docosahexaenoic acids prepared from shark oil,2020,0
"Assessment of the nail penetration of antifungal agents, with different physico-chemical properties",2020,1
"Prevalence of disability among adults with chronic obstructive pulmonary disease, Behavioral Risk Factor Surveillance System 2016–2017",2020,0
