title,authors,year,citations
PGA: post-GWAS analysis for disease gene identification,"Jhih-Rong Lin, Daniel Jaroslawicz, Ying Cai, Quanwei Zhang, Zhen Wang ...",2018.0,4.0
SV2: accurate structural variation genotyping and de novo mutation detection from whole genomes,"Danny Antaki, William M Brandler, Jonathan Sebat",2018.0,31.0
ChopStitch: exon annotation and splice graph construction using transcriptome assembly and whole genome sequencing data,"Hamza Khan, Hamid Mohamadi, Benjamin P Vandervalk, Rene L Warren, Justin Chu ...",2018.0,5.0
MIIC online: a web server to reconstruct causal or non-causal networks from non-perturbative data,"Nadir Sella, Louis Verny, Guido Uguzzoni, Séverine Affeldt, Hervé Isambert",2018.0,5.0
CHROMIXS: automatic and interactive analysis of chromatography-coupled small-angle X-ray scattering data,"Alejandro Panjkovich, Dmitri I Svergun",2018.0,72.0
Aligning dynamic networks with DynaWAVE,"Vipin Vijayan, Tijana Milenković",,
ChronQC: a quality control monitoring system for clinical next generation sequencing,"Nilesh R Tawari, Justine Jia Wen Seow, Dharuman Perumal, Jack L Ow, Shimin Ang ...",2018.0,1.0
Towards self-learning based hypotheses generation in biomedical text domain,"Vishrawas Gopalakrishnan, Kishlay Jha, Guangxu Xun, Hung Q Ngo, Aidong Zhang",2018.0,15.0
"DyNetViewer: a Cytoscape app for dynamic network construction, analysis and visualization","Min Li, Jie Yang, Fang-Xiang Wu, Yi Pan, Jianxin Wang",2018.0,21.0
Ontological function annotation of long non-coding RNAs through hierarchical multi-label classification,"Jingpu Zhang, Zuping Zhang, Zixiang Wang, Yuting Liu, Lei Deng",2018.0,35.0
polyPK: an R package for pharmacokinetic analysis of multi-component drugs using a metabolomics approach,"Mengci Li, Shouli Wang, Guoxiang Xie, Xiaohui Ma, Tianlu Chen ...",2018.0,5.0
A benchmark for comparing precision medicine methods in thyroid cancer diagnosis using tissue microarrays,"Ching-Wei Wang, Yu-Ching Lee, Evelyne Calista, Fan Zhou, Hongtu Zhu ...",2018.0,10.0
Algorithmic identification of discrepancies between published ratios and their reported confidence intervals and P-values,"Constantin Georgescu, Jonathan D Wren",2018.0,12.0
myTAI: evolutionary transcriptomics with R,"Hajk-Georg Drost, Alexander Gabel, Jialin Liu, Marcel Quint, Ivo Grosse",,
DiffGraph: an R package for identifying gene network rewiring using differential graphical models,"Xiao-Fei Zhang, Le Ou-Yang, Shuo Yang, Xiaohua Hu, Hong Yan",2018.0,12.0
Protein classification using modified n-grams and skip-grams,"S M Ashiqul Islam, Benjamin J Heil, Christopher Michel Kearney, Erich J Baker",2018.0,17.0
Mustguseal: a server for multiple structure-guided sequence alignment of protein families,"Dmitry A Suplatov, Kirill E Kopylov, Nina N Popova, Vladimir V Voevodin, Vytas K Švedas",2018.0,22.0
DeepSig: deep learning improves signal peptide detection in proteins,"Castrense Savojardo, Pier Luigi Martelli, Piero Fariselli, Rita Casadio",2018.0,31.0
