title,authors,year,citations
Graph convolutional networks for epigenetic state prediction using both sequence and 3D genome data,"Jack Lanchantin, Yanjun Qi",2020,
An efficient framework to identify key miRNA–mRNA regulatory modules in cancer,"Milad Mokhtaridoost, Mehmet Gönen",2020,
RAINFOREST: a random forest approach to predict treatment benefit in data from (failed) clinical drug trials,"Joske Ubels, Tilman Schaefers, Cornelis Punt, Henk-Jan Guchelaar, Jeroen de Ridder",2020,
Joint epitope selection and spacer design for string-of-beads vaccines,"Emilio Dorigatti, Benjamin Schubert",2020,2
panRGP: a pangenome-based method to predict genomic islands and explore their diversity,"Adelme Bazin, Guillaume Gautreau, Claudine Médigue, David Vallenet, Alexandra Calteau",2020,2
Detecting evolutionary patterns of cancers using consensus trees,"Sarah Christensen, Juho Kim, Nicholas Chia, Oluwasanmi Koyejo, Mohammed El-Kebir",2020,
PROBselect: accurate prediction of protein-binding residues from proteins sequences via dynamic predictor selection,"Fuhao Zhang, Wenbo Shi, Jian Zhang, Min Zeng, Min Li ...",2020,
New mixture models for decoy-free false discovery rate estimation in mass spectrometry proteomics,"Yisu Peng, Shantanu Jain, Yong Fuga Li, Michal Greguš, Alexander R. Ivanov ...",2020,
Padhoc: a computational pipeline for pathway reconstruction on the fly,"Salvador Casaní-Galdón, Cecile Pereira, Ana Conesa",2020,
SCHNEL: scalable clustering of high dimensional single-cell data,"Tamim Abdelaal, Paul de Raadt, Boudewijn P F Lelieveldt, Marcel J T Reinders, Ahmed Mahfouz",2020,
A neuro-evolution approach to infer a Boolean network from time-series gene expressions,"Shohag Barman, Yung-Keun Kwon",2020,
FastSK: fast sequence analysis with gapped string kernels,"Derrick Blakely, Eamon Collins, Ritambhara Singh, Andrew Norton, Jack Lanchantin ...",2020,
A Siamese neural network model for the prioritization of metabolic disorders by integrating real and simulated data,"Gian Marco Messa, Francesco Napolitano, Sarah H. Elsea, Diego di Bernardo, Xin Gao",,
APOD: accurate sequence-based predictor of disordered flexible linkers,"Zhenling Peng, Qian Xing, Lukasz Kurgan",2020,
Dementia key gene identification with multi-layered SNP-gene-disease network,"Dong-gi Lee, Myungjun Kim, Sang Joon Son, Chang Hyung Hong, Hyunjung Shin",2020,
Feasible-metabolic-pathway-exploration technique using chemical latent space,"Taiki Fuji, Shiori Nakazawa, Kiyoto Ito",2020,
"MirCure: a tool for quality control, filter and curation of microRNAs of animals and plants","Guillem Ylla, Tianyuan Liu, Ana Conesa",2020,
DriverGroup: a novel method for identifying driver gene groups,"Vu V H Pham, Lin Liu, Cameron P Bracken, Gregory J Goodall, Jiuyong Li ...",2020,
DeepSELEX: inferring DNA-binding preferences from HT-SELEX data using multi-class CNNs,"Maor Asif, Yaron Orenstein",2020,
PathFinder: Bayesian inference of clone migration histories in cancer,"Sudhir Kumar, Antonia Chroni, Koichiro Tamura, Maxwell Sanderford, Olumide Oladeinde ...",2020,1
CLPred: a sequence-based protein crystallization predictor using BLSTM neural network,"Wenjing Xuan, Ning Liu, Neng Huang, Yaohang Li, Jianxin Wang",2020,
Adversarial deconfounding autoencoder for learning robust gene expression embeddings,"Ayse B Dincer, Joseph D Janizek, Su-In Lee",2020,
Enhancing statistical power in temporal biomarker discovery through representative shapelet mining,"Thomas Gumbsch, Christian Bock, Michael Moor, Bastian Rieck, Karsten Borgwardt",2020,
Matrix (factorization) reloaded: flexible methods for imputing genetic interactions with cross-species and side information,"Jason Fan, Xuan Cindy Li, Mark Crovella, Mark D M Leiserson",2020,
DeepCDR: a hybrid graph convolutional network for predicting cancer drug response,"Qiao Liu, Zhiqiang Hu, Rui Jiang, Mu Zhou",2020,1
SCIM: universal single-cell matching with unpaired feature sets,"Stefan G Stark, Joanna Ficek, Francesco Locatello, Ximena Bonilla, Stéphane Chevrier ...",2020,
