title,authors,date,target year
How the strengths of Lisp-family languages facilitate building complex and flexible bioinformatics applications,"Bohdan B Khomtchouk, Edmund Weitz, Peter D Karp, Claes Wahlestedt",31 December 2016,2016
Statistical method evaluation for differentially methylated CpGs in base resolution next-generation DNA sequencing data,"Yun Zhang, Saurabh Baheti, Zhifu Sun",31 December 2016,2016
Sixty-five years of the long march in protein secondary structure prediction: the final stretch?,"Yuedong Yang, Jianzhao Gao, Jihua Wang, Rhys Heffernan, Jack Hanson ...",31 December 2016,2016
MTGIpick allows robust identification of genomic islands from a single genome,"Qi Dai, Chaohui Bao, Yabing Hai, Sheng Ma, Tao Zhou ...",26 December 2016,2016
Measuring the diversity of the human microbiota with targeted next-generation sequencing,"Francesca Finotello, Eleonora Mastrorilli, Barbara Di Camillo",26 December 2016,2016
Kinase impact assessment in the landscape of fusion genes that retain kinase domains: a pan-cancer study,"Pora Kim, Peilin Jia, Zhongming Zhao",24 December 2016,2016
MicroRNAs and their variants in an RNA world: implications for complex interactions and diverse roles in an RNA regulatory network,"Li Guo, Tingming Liang",23 December 2016,2016
Optimization of cell lines as tumour models by integrating multi-omics data,"Zhao Ning, Liu Yongjing, Wei Yunzhen, Yan Zichuang, Zhang Qiang ...",22 December 2016,2016
Comparing genome versus proteome-based identification of clinical bacterial isolates,"Valentina Galata, Christina Backes, Cédric Christian Laczny, Georg Hemmrich-Stanisak, Howard Li ...",22 December 2016,2016
Computational modeling of brain pathologies: the case of multiple sclerosis,"Francesco Pappalardo, Abdul-Mateen Rajput, Santo Motta",22 December 2016,2016
Identification and analysis of the human sex-biased genes,"Sisi Guo, Yuan Zhou, Pan Zeng, Guoheng Xu, Guoqing Wang ...",21 December 2016,2016
Computational modelling folate metabolism and DNA methylation: implications for understanding health and ageing,"Mark T Mc Auley, Kathleen M Mooney, J Enrique Salcedo-Sora",21 December 2016,2016
A review on machine learning principles for multi-view biological data integration,"Yifeng Li, Fang-Xiang Wu, Alioune Ngom",09 December 2016,2016
Logic programming to infer complex RNA expression patterns from RNA-seq data,"Tyler Weirick, Giuseppe Militello, Yuliya Ponomareva, David John, Claudia Döring ...",07 December 2016,2016
Visualizing and comparing results of different peptide identification methods,"Yassene Mohammed, Magnus Palmblad",05 December 2016,2016
A review of validation strategies for computational drug repositioning,"Adam S Brown, Chirag J Patel",22 November 2016,2016
"Genome, transcriptome and proteome: the rise of omics data and their integration in biomedical sciences","Claudia Manzoni, Demis A Kia, Jana Vandrovcova, John Hardy, Nicholas W Wood ...",22 November 2016,2016
What (not) to expect when classifying rare events,"Rok Blagus, Jelle J Goeman",16 November 2016,2016
Predictive approaches for drug combination discovery in cancer,"Seyed Ali Madani Tonekaboni, Laleh Soltan Ghoraie, Venkata Satya Kumar Manem, Benjamin Haibe-Kains",15 November 2016,2016
