title,authors,date,target year
Fuzzy Petri nets for modelling of uncertain biological systems,"Fei Liu, Monika Heiner, David Gilbert",27 December 2018,2018
Homeolog expression quantification methods for allopolyploids,"Tony C Y Kuo, Masaomi Hatakeyama, Toshiaki Tameshige, Kentaro K Shimizu, Jun Sese",27 December 2018,2018
Computational prediction and analysis of species-specific fungi phosphorylation via feature optimization strategy,"Man Cao, Guodong Chen, Jialin Yu, Shaoping Shi",27 December 2018,2018
"Interactive visual analysis of drug–target interaction networks using Drug Target Profiler, with applications to precision medicine and drug repurposing","Ziaurrehman Tanoli, Zaid Alam, Aleksandr Ianevski, Krister Wennerberg, Markus Vähä-Koskela ...",18 December 2018,2018
Network embedding in biomedical data science,"Chang Su, Jie Tong, Yongjun Zhu, Peng Cui, Fei Wang",10 December 2018,2018
Corrigendum to: Comprehensive and critical evaluation of individualized pathway activity measurement tools on pan-cancer data,,10 December 2018,2018
Multilevel heterogeneous omics data integration with kernel fusion,"Haitao Yang, Hongyan Cao, Tao He, Tong Wang, Yuehua Cui",29 November 2018,2018
Comprehensive review of the identification of essential genes using computational methods: focusing on feature implementation and assessment,"Chuan Dong, Yan-Ting Jin, Hong-Li Hua, Qing-Feng Wen, Sen Luo ...",29 November 2018,2018
AIMMS suite: a web server dedicated for prediction of drug resistance on protein mutation,"Feng-Xu Wu, Fan Wang, Jing-Fang Yang, Wen Jiang, Meng-Yao Wang ...",28 November 2018,2018
Cancer-specific expression quantitative loci are affected by expression dysregulation,"Quanhu Sheng, David C Samuels, Hui Yu, Scott Ness, Ying-yong Zhao ...",23 November 2018,2018
Harmonizing semantic annotations for computational models in biology,"Maxwell Lewis Neal, Matthias König, David Nickerson, Göksel Mısırlı, Reza Kalbasi ...",21 November 2018,2018
Comprehensive and critical evaluation of individualized pathway activity measurement tools on pan-cancer data,"Sangsoo Lim, Sangseon Lee, Inuk Jung, Sungmin Rhee, Sun Kim",20 November 2018,2018
The application of Hadoop in structural bioinformatics,"Jamie J Alnasir, Hugh P Shanahan",20 November 2018,2018
Dating admixture events is unsolved problem in multi-way admixed populations,"Emile R Chimusa, Joel Defo, Prisca K Thami, Denis Awany, Delesa D Mulisa ...",19 November 2018,2018
A comprehensive review of computational prediction of genome-wide features,"Tianlei Xu, Xiaoqi Zheng, Ben Li, Peng Jin, Zhaohui Qin ...",16 November 2018,2018
The landscape of miRNA-related ceRNA networks for marking different renal cell carcinoma subtypes,"Liu Qin, Yanhong Liu, Menglong Li, Xuemei Pu, Yanzhi Guo",16 November 2018,2018
Bioinformatics methodologies for coeliac disease and its comorbidities,"Eugenio Del Prete, Angelo Facchiano, Pietro Liò",16 November 2018,2018
Characteristics of plant circular RNAs,"Qinjie Chu, Panpan Bai, Xintian Zhu, Xingchen Zhang, Lingfeng Mao ...",15 November 2018,2018
gmRAD: an integrated SNP calling pipeline for genetic mapping with RADseq across a hybrid population,"Dan Yao, Hainan Wu, Yuhua Chen, Wenguo Yang, Hua Gao ...",14 November 2018,2018
HITS-PR-HHblits: protein remote homology detection by combining PageRank and Hyperlink-Induced Topic Search,"Bin Liu, Shuangyan Jiang, Quan Zou",07 November 2018,2018
Comparative analysis and prediction of quorum-sensing peptides using feature representation learning and machine learning algorithms,"Leyi Wei, Jie Hu, Fuyi Li, Jiangning Song, Ran Su ...",31 October 2018,2018
"Comprehensive assessment of nine docking programs on type II kinase inhibitors: prediction accuracy of sampling power, scoring power and screening power","Chao Shen, Zhe Wang, Xiaojun Yao, Youyong Li, Tailong Lei ...",31 October 2018,2018
dbCPM: a manually curated database for exploring the cancer passenger mutations,"Zhenyu Yue, Le Zhao, Junfeng Xia",30 October 2018,2018
CytoPred: 7-gene pair metric for AML cytogenetic risk prediction,"Sameer Salunkhe, Naren Chandran, Pratik Chandrani, Amit Dutt, Shilpee Dutt",30 October 2018,2018
Landscape of SNPs-mediated lncRNA structural variations and their implication in human complex diseases,"Hong Wang, Xiaoyan Lu, Fukun Chen, Yu Ding, Hewei Zheng ...",30 October 2018,2018
Copy number aberrations from Affymetrix SNP 6.0 genotyping data—how accurate are commonly used prediction approaches?,"Adriana Pitea, Ivan Kondofersky, Steffen Sass, Fabian J Theis, Nikola S Mueller ...",23 October 2018,2018
MicroRNA-small molecule association identification: from experimental results to computational models,"Xing Chen, Na-Na Guan, Ya-Zhou Sun, Jian-Qiang Li, Jia Qu",16 October 2018,2018
Algebraic shortcuts for leave-one-out cross-validation in supervised network inference,"Michiel Stock, Tapio Pahikkala, Antti Airola, Willem Waegeman, Bernard De Baets",16 October 2018,2018
Quantifying Waddington’s epigenetic landscape: a comparison of single-cell potency measures,"Jifan Shi, Andrew E Teschendorff, Weiyan Chen, Luonan Chen, Tiejun Li",05 October 2018,2018
Human-like layout algorithms for signalling hypergraphs: outlining requirements,"Martin Siebenhaller, Sune S Nielsen, Fintan McGee, Irina Balaur, Charles Auffray ...",05 October 2018,2018
Large-scale comparative assessment of computational predictors for lysine post-translational modification sites,"Zhen Chen, Xuhan Liu, Fuyi Li, Chen Li, Tatiana Marquez-Lago ...",04 October 2018,2018
Protein–peptide docking using CABS-dock and contact information,"Maciej Blaszczyk, Maciej Pawel Ciemny, Andrzej Kolinski, Mateusz Kurcinski, Sebastian Kmiecik",20 September 2018,2018
Revealing tumor heterogeneity of breast cancer by utilizing the linkage between somatic and germline mutations,"Meng Zou, Rui Jin, Kin Fai Au",18 September 2018,2018
Strategies for calibrating models of biology,"Mark N Read, Kieran Alden, Jon Timmis, Paul S Andrews",18 September 2018,2018
Control principles for complex biological networks,"Min Li, Hao Gao, Jianxin Wang, Fang-Xiang Wu",18 September 2018,2018
Sequence clustering in bioinformatics: an empirical study,"Quan Zou, Gang Lin, Xingpeng Jiang, Xiangrong Liu, Xiangxiang Zeng",18 September 2018,2018
An evaluation of supervised methods for identifying differentially methylated regions in Illumina methylation arrays,"Saurav Mallik, Gabriel J Odom, Zhen Gao, Lissette Gomez, Xi Chen ...",17 September 2018,2018
CPPred-FL: a sequence-based predictor for large-scale identification of cell-penetrating peptides by feature representation learning,"Xiaoli Qiang, Chen Zhou, Xiucai Ye, Pu-feng Du, Ran Su ...",17 September 2018,2018
Principals about principal components in statistical genetics,"Fentaw Abegaz, Kridsadakorn Chaichoompu, Emmanuelle Génin, David W Fardo, Inke R König ...",14 September 2018,2018
Quick approximation of threshold values for genome-wide association studies,"Zhiyu Hao, Li Jiang, Jin Gao, Jinhua Ye, Jingli Zhao ...",14 September 2018,2018
